644,IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,CORE2023,B,No,4606,,
2177,Developments in eSystems Engineering,DeSE,CORE2023,C,Yes,46,,
987,International Conference on Database and Expert Systems Applications,DEXA,CORE2023,C,Yes,4605,4602,
1812,The Theory and Application of Diagrams,DIAGRAMS,CORE2023,C,Yes,4602,,
428,Digital Image Computing Techniques and Applications,DICTA,CORE2023,Australasian C,Yes,4603,,
427,Digital Games Research Conference,DIGRA,CORE2023,C,No,4607,4608,
565,"GI International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment",DIMVA,CORE2023,C,Yes,4604,,
422,Designing Interactive Systems,DIS,CORE2023,A,Yes,4608,,
439,Dynamic Languages Symposium,DLS,CORE2023,C,Yes,4612,,
425,Developments in Language Theory,DLT,CORE2023,C,Yes,4613,,
1324,DNA Computing and Molecular Programming,DNA,CORE2023,B,No,4601,,
2003,ACM Symposium on Document Engineering,DocEng,CORE2023,B,Yes,4605,,
1464,International Workshop on Data Warehousing and OLAP,DOLAP,CORE2023,C,Yes,4605,,
2191,Discovery Science,DS,CORE2023,B,Yes,4611,4602,4601
696,International Symposium on Distributed Simulation and Real Time Applications,DS-RT,CORE2023,C,Yes,4606,4602,4608
2237,IEEE International Conference on Data Science and Advanced Analytics,DSAA,CORE2023,B,Yes,4605,4611,
1900,Workshop on Domain Specific Modelling,DSM,CORE2023,C,No,4612,,
787,IEEE/IFIP International Conference on Dependable Systems and Networks,DSN,CORE2023,A,Yes,4606,CSE,
2009,International Workshop on Principles of Diagnosis,DX,CORE2023,C,Yes,4612,4606,
648,IEEE International Conference on e-Science and Grid Computing,e-Science,CORE2023,B,Yes,4606,4601,4612
468,European Association for Computational Linguistics,EACL,CORE2023,A,Yes,4602,,
352,Conference of the European Association for Machine Translation,EAMT,CORE2023,C,Yes,4602,,
1011,International Conference on Engineering Applications of Neural Networks,EANN,CORE2023,C,Yes,4611,,
1022,International Conference on Evaluation and Assessment in Software Engineering,EASE,CORE2023,A,Yes,4612,,
2170,EURO AMERICAN CONFERENCE ON TELEMATICS AND INFORMATION SYSTEMS,EATIS,CORE2023,C,Yes,4606,4608,
14,ACM Conference on Economics and Computation,EC,CORE2023,A*,Yes,4602,4613,
2262,European Conference on Technology Enhanced Learning,EC-TEL,CORE2023,B,Yes,4601,4608,
473,European Conference on Artificial Intelligence,ECAI,CORE2023,A,Yes,4602,4603,4611
475,European Conference on Computational Biology,ECCB,CORE2023,C,No,4601,,
469,European Chapter on Combinatorial Optimization,ECCO,CORE2023,C,No,4613,,
479,European Conference on Computer Vision,ECCV,CORE2023,A*,Yes,4603,,
483,European Conference on Information Retrieval,ECIR,CORE2023,A,Yes,4605,,
2287,European Conference on Modelling Foundations and Applications,ECMFA,CORE2023,B,Yes,4612,,
507,International Conference on Modelling and Simulation,ECMS,CORE2023,Multiconference,Yes,4602,,
488,European Conference on Object-Oriented Programming,ECOOP,CORE2023,A,Yes,4612,,
463,Euromicro Conference on Real-Time Systems,ECRTS,CORE2023,B,Yes,4606,,
2165,European Conference on Software Architecture,ECSA,CORE2023,A,Yes,4612,,
478,European Conference on Computer Supported Cooperative Work,ECSCW,CORE2023,B,No,4608,,
495,European Conference on Symbolic and Quantitative Approaches to Reasoning with Uncertainty,ECSQARU,CORE2023,C,No,4602,,
2014,"World Conference on Educational Multimedia, Hypermedia and Telecommunications ",ED-MEDIA,CORE2023,C,Yes,4601,,
528,Extending Database Technology,EDBT,CORE2023,A,No,4605,,
2192,European Dependable Computing Conference,EDCC,CORE2023,Unranked,Yes,4604,4612,4606
446,Educational Data Mining,EDM,CORE2023,B,No,4601,,
682,IEEE International Enterprise Distributed Object Computing Conference,EDOC,CORE2023,B,Yes,4606,,
460,Eurographics Symposium on Parallel Graphics and Visualization,EGPGV,CORE2023,C,No,4607,4603,
