1358,International Symposium on Automation and Robotics in Construction,ISARC,CORE2023,C,No,4602,,
820,Industrial Simulation Conference,ISC,CORE2023,C,No,4602,4601,
827,Information Security Conference,ISC,CORE2023,C,Yes,4604,,
1364,International Symposium on Combinatorial Optimisation,ISCO,CORE2023,C,No,4613,4602,
1098,International Conference on Intelligent Systems Designs and Applications,ISDA,CORE2023,C,No,4602,4601,
658,IEEE International Conference on Intelligence and Security Informatics,ISI,CORE2023,C,No,4604,,
699,IEEE International Symposium on Information Theory,ISIT,CORE2023,B,Yes,4613,,
1390,International Symposium on Information Theory and Its Applications,ISITA,CORE2023,C,Yes,4613,4604,
701,IEEE International Symposium on Multimedia,ISM,CORE2023,C,No,4603,,
847,Intelligent Systems in Molecular Biology,ISMB,CORE2023,journal published,Yes,4601,,
1400,International Symposium on Memory Management,ISMM,CORE2023,C,Yes,4606,4612,
703,IEEE International Symposium on Real-Time Distributed Computing,ISORC,CORE2023,C,Yes,4606,,
705,IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,CORE2023,B,Yes,4612,,
825,Information Security Practice and Experience Conference,ISPEC,CORE2023,C,Yes,4604,,
1423,International Symposium on Technology and Society,ISTAS,CORE2023,C,No,46,,
1429,International Symposium on Visual Computing,ISVC,CORE2023,National: USA,No,4607,4603,
