1338,International Semantic Web Conference,ISWC,CORE2023,A,Yes,4605,,
1108,International Conference on Internet Technologies and Applications,ITA,CORE2023,National: USA,No,46,,
2214,International Teletraffic Congress,ITC,CORE2023,Unranked,Yes,4606,,
710,IEEE International Test Conference,ITC,CORE2023,TBR,No,CSE,,
126,Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE,CORE2023,B,Yes,4608,,
1100,International Conference on Intelligent Tutoring Systems,ITS,CORE2023,B,Yes,4601,4608,
830,Information Theory Workshop,ITW,CORE2023,B,Yes,4613,,
1101,International Conference on Intelligent User Interfaces,IUI,CORE2023,A,Yes,4608,,
1087,International Conference on Information Visualisation,IV,CORE2023,C,Yes,4608,4607,
143,Applications of Information Visualization,IV-App,CORE2023,C,No,4608,,
1440,International Work-Conference on Artificial and Natural Neural Networks,IWANN,CORE2023,National: Spain,No,4611,,
1460,International Workshop on Combinatorial Image Analysis: Theory and Applications,IWCIA,CORE2023,C,No,4603,,
1459,International Workshop on Combinatorial Algorithm,IWOCA,CORE2023,C,Yes,4613,,
717,IEEE International Workshop on Quality of Service,IWQoS,CORE2023,B,No,4606,,
1111,International Conference on Knowledge Engineering and Ontology Development,KEOD,CORE2023,C,Yes,4605,,
1113,International Conference on Knowledge-Based and Intelligent Information and Engineering Systems,KES,CORE2023,B,No,4602,,
1320,International KES Conference on Agents and Multiagent systems - Technologies and Applications,KES AMSTA,CORE2023,C,No,4602,,
1239,International Conference on the Principles of Knowledge Representation and Reasoning,KR,CORE2023,A*,Yes,4602,4613,
1112,"International Conference on Knowledge Science, Engineering and Management",KSEM,CORE2023,C,Yes,4602,4605,
1586,Knowledge Visualization and Visual Thinking,KV,CORE2023,C,No,4608,,
2268,International Conference on Learning Analytics and Knowledge,LAK,CORE2023,A,Yes,4608,4601,
607,IEEE Conference on Local Computer Networks,LCN,CORE2023,B,Yes,4606,,
2227,"Language, Data and Knowledge",LDK,CORE2023,C,Yes,4602,4605,4601
1597,Logical Foundations of Computer Science,LFCS,CORE2023,National: USA,No,4613,,
748,IEEE Symposium on Logic in Computer Science,LICS,CORE2023,A*,Yes,4613,,
