952,International Conference on Computational Science,ICCS,CORE2023,Multiconference,Yes,4601,,
2046,International Conference on Communication Systems and Applications,ICCSA,CORE2023,C,No,4606,,
2232,International Conference on Computer Vision and Graphics,ICCVG,CORE2023,National: Poland,Yes,4603,4607,4602
986,International Conference on Data Engineering,ICDE,CORE2023,A*,Yes,4605,,
997,International Conference on Digital Society,ICDS,CORE2023,C,No,4601,,
2182,IEEE International Conference on Data Science and Engineering,ICDSE,CORE2023,National:India,Yes,4605,4611,
989,International Conference on Database Theory,ICDT,CORE2023,A,Yes,4605,,
1037,International Conference on Functional Programming,ICFP,CORE2023,A,Yes,4612,,
650,IEEE International Conference on Global Software Engineering,ICGSE,CORE2023,C,Yes,4612,,
1058,International Conference on Image Analysis and Processing,ICIAP,CORE2023,National: Italy,No,4603,,
1068,International Conference on Information and Communications Security,ICICS,CORE2023,C,Yes,4604,,
1059,International Conference on Image and Graphics,ICIG,CORE2023,National: China,No,4607,4603,
1107,International Conference on Internet Monitoring and Protection,ICIMP,CORE2023,C,No,4604,,
2201,"Conference on Innovation in Clouds, Internet and Networks",ICIN,CORE2023,National: France,Yes,4606,,
2226,"International Conference on Informatics in Control, Automation and Robotics",ICINCO,CORE2023,C,Yes,4602,,
782,IEEE/ACIS International Conference on Computer and Information Science,ICIS,CORE2023,C,No,46,,
1077,International Conference on Information Security and Cryptology,ICISC,CORE2023,National: Korea,No,4604,,
1060,International Conference on Image and Signal Processing,ICISP,CORE2023,C,Yes,4603,,
2234,International Conference on Information Systems Security and Privacy,ICISSP,CORE2023,C,Yes,4604,,
1083,International Conference on Information Technology and Applications,ICITA,CORE2023,Australasian C,No,4601,,
1104,International Conference on Internet and Web Applications and Services,ICIW,CORE2023,C,No,4606,4605,
1122,International Conference on Machine Learning and Applications,ICMLA,CORE2023,C,No,4611,,
