1691,Principles and Practice of Parallel Programming,PPoPP,CORE2023,B,Yes,4606,,
1666,Pacific Symposium on Biocomputing,PSB,CORE2023,National: USA,No,4601,,
690,IEEE International Requirements Engineering Conference,RE,CORE2023,A,Yes,4612,,
950,International Conference on Computational Molecular Biology,RECOMB,CORE2023,B,No,4601,,
28,ACM International Conference on Recommender Systems,RecSys,CORE2023,A,Yes,4605,,
2236,International Symposium 'Problems of Redundancy in Information and Control Systems',Redundancy,CORE2023,National Russia,Yes,4604,4613,
1521,International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,CORE2023,B,Yes,4612,,
1708,Robot Soccer World Cup,RoboCup,CORE2023,C,Yes,4602,,
1186,International Conference on Embedded and Real Time Computing Systems and Applications,RTCSA,CORE2023,B,Yes,4606,,
1701,Real Time Systems Symposium,RTSS,CORE2023,A*,Yes,4606,,
961,"International Conference on Computer Safety, Reliability and Security",SAFECOMP,CORE2023,B,No,4604,,
2280,"IEEE International Conference on Software Analysis, Evolution and Reengineering",SANER,CORE2023,A,Yes,4612,,
