1254,International Conference on Ubiquitous Intelligence and Computing,UIC,CORE2023,C,Yes,4606,4608,
66,ACM Symposium on User Interface Software and Technology,UIST,CORE2023,A*,Yes,4608,,
1837,Usable Security and Privacy,USEC,CORE2023,National: USA,No,4604,4608,
1838,Usenix Annual Technical Conference,USENIX,CORE2023,A,No,4606,,
2299,International Conference on Vehicle Technology and Intelligent Transport Systems,VEHITS,CORE2023,C,Yes,4606,4602,
720,IEEE International Working Conference on Software Visualisation,VISSOFT,CORE2023,B,No,4608,4612,
1261,International Conference on Very Large Databases,VLDB,CORE2023,A*,Yes,4605,,
1267,International Conference on VLSI Design,VLSID,CORE2023,National: India,No,4606,,
1847,"Verification, Model Checking and Abstract Interpretation",VMCAI,CORE2023,B,No,4612,,
67,ACM Virtual Reality Software and Technology,VRST,CORE2023,A,Yes,4607,,
757,IEEE Vehicular Technology Conference,VTC,CORE2023,B,Yes,4606,,
1541,International Workshop on Web and Wireless Geographical Information Systems,W2GIS,CORE2023,C,No,4601,,
1536,International Workshop on the Algorithmic Foundations of Robotics,WAFR,CORE2023,C,No,4602,,
1891,Workshop on Computational Optimization,WCO,CORE2023,C,No,4613,,
1270,International Conference on Web Information Systems and Technologies,WEBIST,CORE2023,C,Yes,46,,
1484,International Workshop on Graph-Theoretic Concepts in Computer Science,WG,CORE2023,B,Yes,4613,,
679,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,CORE2023,B,Yes,4606,,
1494,International Workshop on Information Security Applications,WISA,CORE2023,National: korea,No,4604,,
2181,World Conference on Information Systems and Technologies,WorldCIST,CORE2023,C,Yes,46,,
1943,"World Congress in Computer Science, Computer Engineering, and Applied Computing",WORLDCOMP,CORE2023,National: USA,No,46,,
