212,Australasian Conference on Information Security and Privacy,ACISP,CORE2023,Australasian B,Yes,4604,,
117,Annual Computer Security Applications Conference,ACSAC,CORE2023,A,Yes,4604,,
224,Australasian Joint Conference on Artificial Intelligence,AI,CORE2023,Australasian B,Yes,4602,4611,4603
1961,International Conference on Artificial Intelligence in Education,AIED,CORE2023,A,Yes,4601,4608,
913,International Conference on Artificial Intelligence and Statistics,AISTATS,CORE2023,A,Yes,4611,4602,
2193,Engineering Interactive Computing Systems,EICS,CORE2023,Journal Published,Yes,4608,4612,
524,European-Japanese Conference on Information Modelling and Knowledge Bases,EJC,CORE2023,C,No,4605,,
1023,International Conference on Evaluation of Novel Approaches to Software Engineering,ENASE,CORE2023,B,Yes,4612,,
511,European Symposium on Algorithms,ESA,CORE2023,A,Yes,4613,,
514,European Symposium on Programming,ESOP,CORE2023,A,Yes,4612,,
459,"EuroConference on Combinatorics, Graph Theory and Applications",EUroComb,CORE2023,C,No,4613,,
481,European Conference on Genetic Programming,EUROGP,CORE2023,B,Yes,4602,,
505,European MPI Users' Group Conference,EuroMPI,CORE2023,C,No,4606,,
490,European Conference on Pattern Languages of Programs,EuroPLop,CORE2023,National: Germany,Yes,4612,,
2185,IEEE European Symposium on Security and Privacy,EuroS&P,CORE2023,A,Yes,4604,,
510,European SPI,EuroSPI,CORE2023,B,Yes,4612,,
1851,Visual Analytics,EuroVA,CORE2023,C,No,4608,,
2218,International Conference on Applications of Evolutionary Computation,EvoApplications,CORE2023,B,Yes,4602,4611,4601
2314,"International Conference on Artificial Intelligence in Music, Sound, Art and Design",EvoMUSART,CORE2023,C,Yes,4602,4607,4608
533,Financial Cryptography and Data Security Conference,FC,CORE2023,A,Yes,4604,,
2197,The International Conference on Future Networks and Communications,FNC,CORE2023,Unranked,Yes,4606,,
1475,International Workshop on Fast Software Encryption,FSE,CORE2023,Journal Published,Yes,4604,,
1072,International Conference on Information Fusion,FUSION,CORE2023,C,No,4605,,
1145,International Conference on Natural Computation,ICNC,CORE2023,National: China,No,4602,,
2220,International Conference on Operations Research and Enterprise Systems,ICORES,CORE2023,C,Yes,4602,,
1160,International Conference on Optimization: Techniques And Applications,ICOTA,CORE2023,C,No,4602,,
1164,International Conference on Parallel and Distributed Systems,ICPADS,CORE2023,B,No,4606,,
2230,International Conference on Pattern Recognition Applications and Methods,ICPRAM,CORE2023,C,Yes,4603,,
30,ACM International Conference on Supercomputing,ICS,CORE2023,A,Yes,CSE,4606,
1206,International Conference on Software and Data Technologies,ICSoft,CORE2023,C,Yes,4612,,
867,International Colloquium on Theoretical Aspects of Computing,ICTAC,CORE2023,C,Yes,4613,,
964,International Conference on Computer Vision Systems,ICVS,CORE2023,C,No,4603,,
1064,International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems,IEA/AIE,CORE2023,C,Yes,4602,4611,4603
739,IEEE Symposium on Computational Intelligence in Cyber Security,IEEE CICS,CORE2023,C,No,4604,,
733,IEEE Symposium on Computational Intelligence for Financial Engineering,IEEE CIFEr,CORE2023,C,No,4601,,
727,IEEE Swarm Intelligence Symposium,IEEE SIS,CORE2023,C,No,4602,,
804,IFIP Information Security & Privacy Conference,IFIP SEC,CORE2023,B,Yes,4604,,
2221,International Joint Conference on Computational Intelligence,IJCCI,CORE2023,C,Yes,4602,4611,
2266,International Conference of the Immersive Learning Research Network,iLRN,CORE2023,C,Yes,4601,4608,
2267,Indian Conference on Human-Computer Interaction,IndiaHCI,CORE2023,National: India,Yes,4608,,
807,IFIP TC13 Conference on Human-Computer Interaction,Interact,CORE2023,B,Yes,4608,,
2301,"International Conference on Internet of Things, Big Data and Security",IoTBDS,CORE2023,C,Yes,4604,,
2222,Simulation and Synthesis in Medical Imaging,SASHIMI,CORE2023,C,Yes,4602,4601,4603
1250,International Conference on Theory and Applications of Satisfiability Testing,SAT,CORE2023,A,Yes,4602,4613,
42,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,CORE2023,B,Yes,4607,4603,
464,Euromicro Conference on Software Engineering and Advanced Applications,SEAA,CORE2023,B,No,4612,4601,
2281,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,SEAMS,CORE2023,A,Yes,4612,,
610,"IEEE International Conference on Sensing, Communication and Networking",SECON,CORE2023,B,No,4606,,
1076,International Conference on Information Security and Cryptography,SECRYPT,CORE2023,C,Yes,4604,,
1198,International Conference on Security and Privacy for Communication Networks,SecureComm,CORE2023,C,Yes,4604,,
2210,Semantics - International Conference on Semantic Systems,Semantics,CORE2023,"Regional: Austria, Germany, Netherlands",Yes,4605,,
15,ACM Conference on Embedded Networked Sensor Systems,SENSYS,CORE2023,A*,Yes,4606,,
726,IEEE Software Engineering Workshop,SEW,CORE2023,C,No,4612,,
