2212,The Symposium of Combinatorial Search,SoCS,CORE2023,B,Yes,4602,,
381,Conference on Software in Telecommunications and Computer Networks,SOFTCOM,CORE2023,National: Croatia,No,4606,,
48,ACM SIGOPS Symposium on Operating Systems Principles,SOSP,CORE2023,A*,Yes,4606,,
750,IEEE Symposium on Security and Privacy,SP,CORE2023,A*,Yes,4604,,
1790,Symposium on Parallelism in Algorithms and Architectures,SPAA,CORE2023,B,Yes,4606,,
2136,Software Process Improvement and Capability Determination ,SPICE,CORE2023,C,Yes,4612,,
1418,International Symposium on String Processing and Information Retrieval,SPIRE,CORE2023,C,Yes,4605,,
64,ACM Symposium on Solid and Physical Modelling,SPM,CORE2023,C,No,4607,4603,
1219,International Conference on Software Quality Management,SQM,CORE2023,C,No,4612,,
796,IFAC Conference on System Structure and Control,SSSC,CORE2023,C,No,4612,4606,
229,Australasian Speech Science and Technology,SST,CORE2023,Australasian C,Yes,4602,,
2255,The ACM International System and Storage Conference,SYSTOR,CORE2023,National:Israel,Yes,4606,4605,
1246,International Conference on Theorem Proving with Analytic Tableaux and Related Methods,TABLEAUX,CORE2023,B,Yes,4613,,
1818,Tools and Algorithms for Construction and Analysis of Systems,TACAS,CORE2023,A,Yes,4612,,
1236,International Conference on Tests and Proofs,TAP,CORE2023,C,Yes,4612,,
2288,International Conference on Technical Debt,TechDebt,CORE2023,B,Yes,4612,,
1798,"Tangible, Embedded, and Embodied Interaction",TEI,CORE2023,B,Yes,4608,,
1253,"International Conference on Trust, Privacy and Security in Digital Business",TrustBus,CORE2023,B,Yes,4604,,
790,"International Conference on Trust, Security and Privacy in Computing and Communications",TrustCom,CORE2023,B,Yes,4604,,
1134,"International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",UBICOMM,CORE2023,C,Yes,4606,,
2252,Utility and Cloud Computing,UCC,CORE2023,Unranked,Yes,4606,4605,4601
